	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
22	Jevon Carter	MEM	MEM vs. IND	01/26/2019	W	26	0	0	6	0.0	0	2	0.0	0	2	0.0	0	1	1	0	0	0	1	3	7	0.2
23	JaMychal Green	MEM	MEM vs. IND	01/26/2019	W	7	0	0	4	0.0	0	2	0.0	0	0	-	0	3	3	0	1	0	0	2	-4	6.6
24	Bojan Bogdanovic	IND	IND @ MEM	01/26/2019	L	36	21	6	14	42.9	1	6	16.7	8	9	88.9	0	5	5	1	0	0	2	6	-4	26.5
25	Tyreke Evans	IND	IND @ MEM	01/26/2019	L	24	9	4	7	57.1	1	1	100	0	0	-	0	3	3	1	0	0	2	1	-6	12.1
26	Ivan Rabb	MEM	MEM vs. IND	01/26/2019	W	9	2	1	1	100	0	0	-	0	0	-	0	1	1	0	0	1	1	0	2	5.2
27	Justin Holiday	MEM	MEM vs. IND	01/26/2019	W	39	16	5	11	45.5	1	4	25.0	5	6	83.3	0	1	1	4	1	0	1	5	0	25.2
28	Jaren Jackson Jr.	MEM	MEM vs. IND	01/26/2019	W	31	20	8	14	57.1	0	2	0.0	4	5	80.0	2	4	6	2	1	0	1	3	7	32.2
29	Aaron Holiday	IND	IND @ MEM	01/26/2019	L	16	7	3	11	27.3	1	4	25.0	0	0	-	1	2	3	1	1	0	1	3	1	14.1
30	T.J. Leaf	IND	IND @ MEM	01/26/2019	L	9	2	1	2	50.0	0	1	0.0	0	0	-	0	4	4	0	1	1	0	1	0	12.8
31	Cory Joseph	IND	IND @ MEM	01/26/2019	L	25	10	3	8	37.5	0	2	0.0	4	4	100	0	3	3	3	1	1	1	1	3	23.1
32	Bruno Caboclo	MEM	MEM vs. IND	01/26/2019	W	29	11	3	5	60.0	3	4	75.0	2	2	100	2	2	4	1	1	2	0	2	5	26.3
33	Kyle O'Quinn	IND	IND @ MEM	01/26/2019	L	0	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	0	0.0
34	Shelvin Mack	MEM	MEM vs. IND	01/26/2019	W	18	8	3	7	42.9	0	2	0.0	2	3	66.7	0	3	3	3	1	0	2	1	-8	17.1
35	Domantas Sabonis	IND	IND @ MEM	01/26/2019	L	31	11	3	7	42.9	0	0	-	5	8	62.5	3	5	8	1	1	0	3	2	-5	22.1
36	Darren Collison	IND	IND @ MEM	01/26/2019	L	32	18	3	5	60.0	2	2	100	10	10	100	0	2	2	9	1	0	2	3	-1	34.9
37	Myles Turner	IND	IND @ MEM	01/26/2019	L	28	14	5	10	50.0	3	7	42.9	1	2	50.0	0	3	3	3	1	2	1	2	-5	30.1
38	Mike Conley	MEM	MEM vs. IND	01/26/2019	W	32	22	8	13	61.5	2	6	33.3	4	6	66.7	1	3	4	11	2	0	4	2	3	45.3
39	Marc Gasol	MEM	MEM vs. IND	01/26/2019	W	30	18	7	12	58.3	3	6	50.0	1	2	50.0	1	6	7	4	1	1	1	3	-9	37.4
40	Juancho Hernangomez	DEN	DEN vs. PHI	01/26/2019	W	13	0	0	2	0.0	0	0	-	0	0	-	0	5	5	1	0	0	1	0	2	6.5
41	Mike Muscala	PHI	PHI @ DEN	01/26/2019	L	27	10	3	9	33.3	3	7	42.9	1	2	50.0	2	4	6	1	0	0	3	1	-3	15.7
42	Shake Milton	PHI	PHI @ DEN	01/26/2019	L	20	11	4	7	57.1	3	5	60.0	0	0	-	1	0	1	1	1	0	0	2	3	16.7
43	Corey Brewer	PHI	PHI @ DEN	01/26/2019	L	32	20	7	15	46.7	1	4	25.0	5	6	83.3	2	4	6	2	4	0	1	4	-10	41.2
44	Tyler Lydon	DEN	DEN vs. PHI	01/26/2019	W	3	0	0	0	-	0	0	-	0	0	-	0	1	1	0	0	0	0	0	0	1.2
45	Landry Shamet	PHI	PHI @ DEN	01/26/2019	L	28	8	2	6	33.3	1	4	25.0	3	3	100	1	1	2	7	0	0	1	2	-2	19.9
46	Nikola Jokic	DEN	DEN vs. PHI	01/26/2019	W	34	32	12	22	54.5	2	3	66.7	6	7	85.7	6	12	18	10	1	0	1	1	16	70.6
47	Trey Lyles	DEN	DEN vs. PHI	01/26/2019	W	16	7	2	5	40.0	1	2	50.0	2	2	100	0	3	3	2	0	1	0	2	-4	16.6
48	Ben Simmons	PHI	PHI @ DEN	01/26/2019	L	35	19	6	17	35.3	0	1	0.0	7	10	70.0	1	11	12	4	0	0	3	3	-11	36.4
49	Amir Johnson	PHI	PHI @ DEN	01/26/2019	L	19	5	2	5	40.0	0	1	0.0	1	1	100	1	3	4	4	1	1	2	5	-4	19.8
0	Will Barton	DEN	DEN vs. PHI	01/26/2019	W	26	16	6	11	54.5	1	3	33.3	3	6	50.0	0	4	4	1	0	0	0	2	12	22.3
1	T.J. McConnell	PHI	PHI @ DEN	01/26/2019	L	27	5	2	7	28.6	1	1	100	0	0	-	0	3	3	6	1	1	0	1	-19	23.6
2	Monte Morris	DEN	DEN vs. PHI	01/26/2019	W	27	10	5	11	45.5	0	1	0.0	0	0	-	0	1	1	3	0	0	1	1	4	14.7
3	Jonah Bolden	PHI	PHI @ DEN	01/26/2019	L	11	3	1	3	33.3	0	1	0.0	1	2	50.0	1	2	3	0	0	0	0	3	-12	6.6
4	JJ Redick	PHI	PHI @ DEN	01/26/2019	L	28	22	9	19	47.4	4	10	40.0	0	0	-	2	0	2	3	0	0	2	2	-19	26.9
5	Malik Beasley	DEN	DEN vs. PHI	01/26/2019	W	20	14	6	12	50.0	2	5	40.0	0	0	-	0	1	1	1	1	0	1	2	2	18.7
6	Mason Plumlee	DEN	DEN vs. PHI	01/26/2019	W	22	17	5	5	100	0	0	-	7	10	70.0	1	5	6	4	0	1	1	4	6	32.2
7	Torrey Craig	DEN	DEN vs. PHI	01/26/2019	W	35	15	6	13	46.2	1	6	16.7	2	2	100	2	4	6	1	1	0	3	3	12	23.7
8	Brandon Goodwin	DEN	DEN vs. PHI	01/26/2019	W	3	2	1	1	100	0	0	-	0	0	-	1	0	1	0	0	0	0	0	0	3.2
9	Gary Harris	DEN	DEN vs. PHI	01/26/2019	W	25	9	4	10	40.0	1	4	25.0	0	0	-	0	1	1	3	1	2	2	3	20	21.7
10	Haywood Highsmith	PHI	PHI @ DEN	01/26/2019	L	4	0	0	0	-	0	0	-	0	0	-	0	1	1	1	0	0	0	0	-2	2.7
11	Paul Millsap	DEN	DEN vs. PHI	01/26/2019	W	17	4	1	2	50.0	0	0	-	2	2	100	1	3	4	1	0	0	0	3	10	10.3
12	Furkan Korkmaz	PHI	PHI @ DEN	01/26/2019	L	9	7	2	3	66.7	1	2	50.0	2	3	66.7	0	1	1	0	0	0	0	1	-1	8.2
13	Zach Collins	POR	POR vs. ATL	01/26/2019	W	15	7	3	6	50.0	1	1	100	0	0	-	2	1	3	2	0	0	2	3	-12	11.6
14	Maurice Harkless	POR	POR vs. ATL	01/26/2019	W	31	16	7	11	63.6	1	5	20.0	1	2	50.0	0	5	5	0	1	1	4	5	24	24.0
15	Jusuf Nurkic	POR	POR vs. ATL	01/26/2019	W	34	15	4	10	40.0	0	0	-	7	8	87.5	3	6	9	4	2	3	3	3	21	43.8
16	Vince Carter	ATL	ATL @ POR	01/26/2019	L	15	6	2	5	40.0	2	4	50.0	0	2	0.0	1	3	4	1	0	1	0	1	1	15.3
17	DeAndre' Bembry	ATL	ATL @ POR	01/26/2019	L	26	2	1	5	20.0	0	1	0.0	0	0	-	1	2	3	2	1	0	2	4	-15	9.6
18	Nik Stauskas	POR	POR vs. ATL	01/26/2019	W	5	0	0	1	0.0	0	0	-	0	0	-	0	0	0	0	0	0	1	0	-8	-1.0
19	Tyler Dorsey	ATL	ATL @ POR	01/26/2019	L	9	3	1	2	50.0	1	1	100	0	0	-	0	0	0	1	0	0	0	2	2	4.5
20	Taurean Prince	ATL	ATL @ POR	01/26/2019	L	36	11	5	14	35.7	1	5	20.0	0	0	-	2	4	6	2	2	0	0	3	-5	27.2
21	Dewayne Dedmon	ATL	ATL @ POR	01/26/2019	L	23	11	4	8	50.0	1	4	25.0	2	2	100	0	3	3	0	4	3	0	4	-13	35.6
22	Alex Len	ATL	ATL @ POR	01/26/2019	L	14	9	3	7	42.9	1	1	100	2	2	100	1	4	5	2	0	2	1	2	-6	23.0
23	Omari Spellman	ATL	ATL @ POR	01/26/2019	L	15	5	2	3	66.7	1	1	100	0	0	-	2	2	4	0	0	0	2	0	-4	7.8
24	Jeremy Lin	ATL	ATL @ POR	01/26/2019	L	21	10	4	13	30.8	0	2	0.0	2	2	100	0	2	2	6	0	0	0	2	-12	21.4
25	Al-Farouq Aminu	POR	POR vs. ATL	01/26/2019	W	31	17	4	5	80.0	2	3	66.7	7	7	100	0	8	8	4	2	1	0	2	24	41.6
26	Kevin Huerter	ATL	ATL @ POR	01/26/2019	L	21	3	1	8	12.5	0	5	0.0	1	2	50.0	0	1	1	1	1	0	1	3	7	7.7
27	Trae Young	ATL	ATL @ POR	01/26/2019	L	32	30	11	15	73.3	3	6	50.0	5	6	83.3	0	2	2	8	1	1	4	4	-5	46.4
28	CJ McCollum	POR	POR vs. ATL	01/26/2019	W	37	28	10	23	43.5	2	8	25.0	6	7	85.7	2	8	10	10	1	0	3	2	23	55.0
29	Jake Layman	POR	POR vs. ATL	01/26/2019	W	25	6	2	8	25.0	0	2	0.0	2	2	100	2	3	5	1	0	0	1	1	-14	12.5
30	Evan Turner	POR	POR vs. ATL	01/26/2019	W	12	0	0	0	-	0	0	-	0	0	-	0	0	0	1	0	0	1	0	-14	0.5
31	John Collins	ATL	ATL @ POR	01/26/2019	L	29	21	8	12	66.7	2	3	66.7	3	4	75.0	2	4	6	1	0	0	0	2	5	29.7
32	Seth Curry	POR	POR vs. ATL	01/26/2019	W	32	22	8	13	61.5	4	8	50.0	2	2	100	2	1	3	2	1	2	1	4	12	36.6
33	Meyers Leonard	POR	POR vs. ATL	01/26/2019	W	9	9	3	3	100	1	1	100	2	2	100	0	1	1	0	0	0	0	0	-4	10.2
34	Wade Baldwin IV	POR	POR vs. ATL	01/26/2019	W	8	0	0	2	0.0	0	2	0.0	0	0	-	0	3	3	2	1	0	2	3	-7	7.6
35	Stephen Curry	GSW	GSW @ BOS	01/26/2019	W	38	24	7	15	46.7	6	12	50.0	4	4	100	0	3	3	3	0	0	1	2	4	31.1
36	Aron Baynes	BOS	BOS vs. GSW	01/26/2019	L	10	2	1	2	50.0	0	0	-	0	0	-	0	1	1	1	1	0	1	3	-11	6.7
37	Draymond Green	GSW	GSW @ BOS	01/26/2019	W	34	5	1	3	33.3	1	2	50.0	2	4	50.0	3	8	11	8	3	1	3	1	-9	39.2
38	Jaylen Brown	BOS	BOS vs. GSW	01/26/2019	L	22	10	3	8	37.5	2	5	40.0	2	2	100	1	1	2	0	0	0	1	4	-8	11.4
39	Daniel Theis	BOS	BOS vs. GSW	01/26/2019	L	4	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	-2	0.0
40	Kyrie Irving	BOS	BOS vs. GSW	01/26/2019	L	40	32	12	27	44.4	4	10	40.0	4	4	100	3	3	6	10	2	0	4	4	0	56.2
41	Jayson Tatum	BOS	BOS vs. GSW	01/26/2019	L	31	20	7	15	46.7	3	5	60.0	3	3	100	0	5	5	3	0	1	0	1	4	33.5
42	Alfonzo McKinnie	GSW	GSW @ BOS	01/26/2019	W	9	0	0	1	0.0	0	1	0.0	0	0	-	1	2	3	0	0	0	1	0	11	2.6
43	Al Horford	BOS	BOS vs. GSW	01/26/2019	L	35	22	10	15	66.7	2	5	40.0	0	0	-	5	8	13	3	1	2	5	5	9	46.1
44	DeMarcus Cousins	GSW	GSW @ BOS	01/26/2019	W	23	15	4	9	44.4	1	2	50.0	6	7	85.7	1	7	8	3	3	1	3	5	-8	38.1
45	Andre Iguodala	GSW	GSW @ BOS	01/26/2019	W	27	1	0	5	0.0	0	3	0.0	1	2	50.0	0	6	6	4	1	2	0	1	7	23.2
46	Klay Thompson	GSW	GSW @ BOS	01/26/2019	W	35	21	8	16	50.0	3	8	37.5	2	2	100	0	3	3	2	0	0	2	3	-12	25.6
47	Gordon Hayward	BOS	BOS vs. GSW	01/26/2019	L	22	2	0	5	0.0	0	1	0.0	2	2	100	0	7	7	2	2	1	1	1	-8	21.4
48	Kevin Durant	GSW	GSW @ BOS	01/26/2019	W	39	33	10	23	43.5	1	4	25.0	12	13	92.3	0	9	9	3	0	2	4	3	12	50.3
49	Marcus Smart	BOS	BOS vs. GSW	01/26/2019	L	29	12	4	11	36.4	2	7	28.6	2	2	100	1	2	3	2	0	0	2	2	2	16.6
0	Shaun Livingston	GSW	GSW @ BOS	01/26/2019	W	15	8	4	6	66.7	0	0	-	0	0	-	3	1	4	1	1	0	0	2	2	17.3
1	Marcus Morris Sr.	BOS	BOS vs. GSW	01/26/2019	L	29	9	3	12	25.0	2	6	33.3	1	2	50.0	4	5	9	2	0	0	0	2	-2	22.8
2	Terry Rozier	BOS	BOS vs. GSW	01/26/2019	L	19	2	1	4	25.0	0	1	0.0	0	0	-	1	2	3	0	0	0	0	0	-4	5.6
3	Kevon Looney	GSW	GSW @ BOS	01/26/2019	W	20	8	3	5	60.0	0	1	0.0	2	2	100	3	3	6	1	0	1	0	2	13	19.7
4	Shelvin Mack	MEM	MEM vs. SAC	01/25/2019	L	23	8	4	8	50.0	0	2	0.0	0	0	-	0	2	2	3	1	0	1	3	-7	16.9
5	Justin Jackson	SAC	SAC @ MEM	01/25/2019	W	12	0	0	4	0.0	0	3	0.0	0	0	-	0	1	1	2	2	0	0	1	3	10.2
6	De'Aaron Fox	SAC	SAC @ MEM	01/25/2019	W	36	22	8	17	47.1	1	3	33.3	5	5	100	0	6	6	5	1	0	7	3	-5	32.7
7	Jevon Carter	MEM	MEM vs. SAC	01/25/2019	L	13	6	2	7	28.6	0	2	0.0	2	2	100	1	1	2	3	1	0	1	2	-6	14.9
8	Mike Conley	MEM	MEM vs. SAC	01/25/2019	L	34	16	6	15	40.0	2	4	50.0	2	3	66.7	0	6	6	9	2	1	4	2	2	41.7
9	Justin Holiday	MEM	MEM vs. SAC	01/25/2019	L	21	3	1	2	50.0	1	1	100	0	0	-	0	3	3	4	1	1	1	2	-7	17.6
10	Garrett Temple	MEM	MEM vs. SAC	01/25/2019	L	12	2	1	3	33.3	0	2	0.0	0	2	0.0	0	1	1	0	1	0	0	1	-1	6.2
11	Marc Gasol	MEM	MEM vs. SAC	01/25/2019	L	26	11	4	9	44.4	1	2	50.0	2	2	100	1	9	10	1	0	0	4	4	-9	20.5
12	Omri Casspi	MEM	MEM vs. SAC	01/25/2019	L	25	18	8	11	72.7	0	0	-	2	2	100	0	5	5	0	4	0	2	2	4	34.0
13	Marvin Bagley III	SAC	SAC @ MEM	01/25/2019	W	29	14	6	15	40.0	0	1	0.0	2	2	100	4	5	9	1	1	1	2	3	0	30.3
14	Joakim Noah	MEM	MEM vs. SAC	01/25/2019	L	21	7	1	4	25.0	0	0	-	5	6	83.3	3	4	7	0	1	0	1	0	10	17.4
15	Yogi Ferrell	SAC	SAC @ MEM	01/25/2019	W	12	3	1	3	33.3	1	3	33.3	0	0	-	0	4	4	4	0	0	2	0	8	11.8
16	Iman Shumpert	SAC	SAC @ MEM	01/25/2019	W	28	1	0	6	0.0	0	5	0.0	1	2	50.0	0	4	4	5	1	0	1	2	6	15.3
17	Harry Giles III	SAC	SAC @ MEM	01/25/2019	W	4	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	2	-9	0.0
18	JaMychal Green	MEM	MEM vs. SAC	01/25/2019	L	30	14	4	9	44.4	2	4	50.0	4	4	100	1	3	4	1	1	1	2	2	-5	24.3
19	Willie Cauley-Stein	SAC	SAC @ MEM	01/25/2019	W	31	11	5	9	55.6	0	0	-	1	1	100	4	2	6	2	5	1	1	5	6	38.2
20	Nemanja Bjelica	SAC	SAC @ MEM	01/25/2019	W	33	17	6	10	60.0	4	4	100	1	3	33.3	2	9	11	2	1	3	1	6	9	44.2
21	Buddy Hield	SAC	SAC @ MEM	01/25/2019	W	36	26	9	18	50.0	6	9	66.7	2	3	66.7	2	5	7	2	0	0	0	1	0	37.4
22	Jaren Jackson Jr.	MEM	MEM vs. SAC	01/25/2019	L	27	11	3	8	37.5	0	0	-	5	6	83.3	2	1	3	1	0	1	0	4	5	19.1
23	Bogdan Bogdanovic	SAC	SAC @ MEM	01/25/2019	W	20	5	2	9	22.2	0	5	0.0	1	1	100	0	1	1	0	0	0	3	2	-3	3.2
24	Bruno Caboclo	MEM	MEM vs. SAC	01/25/2019	L	8	0	0	4	0.0	0	3	0.0	0	0	-	1	0	1	0	1	1	0	0	-1	7.2
25	Jamal Crawford	PHX	PHX @ DEN	01/25/2019	L	21	0	0	0	-	0	0	-	0	0	-	0	1	1	5	1	1	3	2	-6	11.7
26	Torrey Craig	DEN	DEN vs. PHX	01/25/2019	W	22	8	3	5	60.0	0	1	0.0	2	4	50.0	2	4	6	1	1	0	0	3	11	19.7
27	Malik Beasley	DEN	DEN vs. PHX	01/25/2019	W	23	19	6	11	54.5	2	6	33.3	5	5	100	0	3	3	0	1	0	0	2	13	25.6
28	Elie Okobo	PHX	PHX @ DEN	01/25/2019	L	31	7	3	6	50.0	1	4	25.0	0	0	-	0	3	3	4	0	0	1	3	-30	15.6
29	Paul Millsap	DEN	DEN vs. PHX	01/25/2019	W	22	20	6	8	75.0	2	2	100	6	7	85.7	2	7	9	2	3	0	2	2	23	40.8
30	Juancho Hernangomez	DEN	DEN vs. PHX	01/25/2019	W	22	2	1	7	14.3	0	2	0.0	0	0	-	3	7	10	1	0	0	1	3	15	14.5
31	Mason Plumlee	DEN	DEN vs. PHX	01/25/2019	W	25	16	6	9	66.7	0	0	-	4	4	100	2	5	7	6	1	0	4	2	18	32.4
32	Tyler Lydon	DEN	DEN vs. PHX	01/25/2019	W	5	0	0	1	0.0	0	1	0.0	0	1	0.0	0	0	0	1	0	0	1	1	8	0.5
33	Monte Morris	DEN	DEN vs. PHX	01/25/2019	W	26	17	7	11	63.6	3	5	60.0	0	1	0.0	1	2	3	1	0	0	0	1	13	22.1
34	Quincy Acy	PHX	PHX @ DEN	01/25/2019	L	16	0	0	0	-	0	0	-	0	0	-	0	10	10	1	0	0	1	2	-4	12.5
35	Troy Daniels	PHX	PHX @ DEN	01/25/2019	L	15	5	2	6	33.3	1	3	33.3	0	0	-	0	0	0	0	0	0	1	2	-13	4.0
36	Gary Harris	DEN	DEN vs. PHX	01/25/2019	W	21	10	3	9	33.3	2	6	33.3	2	2	100	0	3	3	3	1	0	1	1	23	20.1
37	Trey Lyles	DEN	DEN vs. PHX	01/25/2019	W	22	12	5	13	38.5	2	3	66.7	0	0	-	3	3	6	0	1	0	1	1	10	21.2
38	Mikal Bridges	PHX	PHX @ DEN	01/25/2019	L	35	4	2	6	33.3	0	3	0.0	0	0	-	2	4	6	1	1	2	0	2	-40	21.7
39	Dragan Bender	PHX	PHX @ DEN	01/25/2019	L	32	14	6	11	54.5	1	5	20.0	1	1	100	0	5	5	2	1	0	2	3	-33	24.0
40	Devin Booker	PHX	PHX @ DEN	01/25/2019	L	30	35	9	19	47.4	2	4	50.0	15	16	93.8	0	4	4	2	0	0	4	2	-20	38.8
41	Will Barton	DEN	DEN vs. PHX	01/25/2019	W	26	14	5	11	45.5	1	5	20.0	3	3	100	2	3	5	5	0	1	1	2	28	29.5
42	Jarred Vanderbilt	DEN	DEN vs. PHX	01/25/2019	W	4	1	0	0	-	0	0	-	1	2	50.0	0	3	3	1	1	0	1	0	6	8.1
43	Jamal Murray	DEN	DEN vs. PHX	01/25/2019	W	23	13	5	9	55.6	3	5	60.0	0	0	-	1	1	2	5	0	0	0	2	17	22.9
44	Kelly Oubre Jr.	PHX	PHX @ DEN	01/25/2019	L	31	13	5	14	35.7	1	6	16.7	2	2	100	0	3	3	3	0	2	1	4	-13	26.1
45	Josh Jackson	PHX	PHX @ DEN	01/25/2019	L	30	17	5	14	35.7	1	5	20.0	6	7	85.7	0	3	3	2	1	2	2	5	-26	30.6
46	Bruce Brown	DET	DET @ DAL	01/25/2019	L	18	7	3	3	100	1	1	100	0	0	-	0	2	2	2	0	0	0	4	11	12.4
47	Jose Calderon	DET	DET @ DAL	01/25/2019	L	12	0	0	2	0.0	0	1	0.0	0	0	-	0	0	0	2	0	0	0	2	-13	3.0
48	Reggie Bullock	DET	DET @ DAL	01/25/2019	L	33	9	3	7	42.9	3	6	50.0	0	0	-	0	3	3	3	0	0	2	3	3	15.1
49	Stanley Johnson	DET	DET @ DAL	01/25/2019	L	23	2	0	6	0.0	0	4	0.0	2	2	100	0	4	4	1	1	0	0	4	-20	11.3
0	Langston Galloway	DET	DET @ DAL	01/25/2019	L	13	5	2	5	40.0	1	4	25.0	0	0	-	2	3	5	1	1	0	0	0	-5	15.5
1	Blake Griffin	DET	DET @ DAL	01/25/2019	L	40	35	12	24	50.0	3	9	33.3	8	11	72.7	3	4	7	4	1	0	6	2	2	46.4
2	Dorian Finney-Smith	DAL	DAL vs. DET	01/25/2019	W	18	9	3	4	75.0	2	3	66.7	1	2	50.0	3	4	7	1	2	1	0	2	12	27.9
3	Maxi Kleber	DAL	DAL vs. DET	01/25/2019	W	22	12	4	7	57.1	4	7	57.1	0	0	-	1	2	3	1	1	4	0	5	10	32.1
4	Wesley Matthews	DAL	DAL vs. DET	01/25/2019	W	15	0	0	4	0.0	0	3	0.0	0	0	-	0	1	1	0	0	0	0	1	-12	1.2
5	Luke Kennard	DET	DET @ DAL	01/25/2019	L	16	3	1	5	20.0	1	3	33.3	0	0	-	0	5	5	0	0	0	1	1	-5	8.0
6	Zaza Pachulia	DET	DET @ DAL	01/25/2019	L	10	5	1	2	50.0	0	0	-	3	3	100	2	0	2	0	0	0	1	4	-5	6.4
7	Dennis Smith Jr.	DAL	DAL vs. DET	01/25/2019	W	36	19	8	14	57.1	2	6	33.3	1	3	33.3	0	2	2	5	0	0	3	2	-7	25.9
8	Dirk Nowitzki	DAL	DAL vs. DET	01/25/2019	W	10	0	0	2	0.0	0	1	0.0	0	0	-	0	1	1	1	0	0	0	0	6	2.7
9	DeAndre Jordan	DAL	DAL vs. DET	01/25/2019	W	31	13	6	10	60.0	0	0	-	1	2	50.0	4	7	11	2	1	0	0	4	-4	32.2
10	Andre Drummond	DET	DET @ DAL	01/25/2019	L	38	23	9	16	56.3	0	0	-	5	8	62.5	6	9	15	0	3	0	1	3	0	49.0
11	Reggie Jackson	DET	DET @ DAL	01/25/2019	L	35	12	4	14	28.6	3	9	33.3	1	1	100	0	3	3	9	0	0	1	2	8	28.1
12	Devin Harris	DAL	DAL vs. DET	01/25/2019	W	17	3	1	5	20.0	1	3	33.3	0	4	0.0	0	0	0	2	1	0	0	2	15	9.0
13	Harrison Barnes	DAL	DAL vs. DET	01/25/2019	W	35	9	2	10	20.0	2	4	50.0	3	4	75.0	0	4	4	3	1	0	2	3	-8	19.3
14	Khyri Thomas	DET	DET @ DAL	01/25/2019	L	2	0	0	1	0.0	0	1	0.0	0	0	-	0	0	0	0	0	0	0	1	-1	0.0
15	Luka Doncic	DAL	DAL vs. DET	01/25/2019	W	35	32	9	19	47.4	3	9	33.3	11	13	84.6	1	7	8	8	2	1	4	3	2	58.6
16	Dwight Powell	DAL	DAL vs. DET	01/25/2019	W	21	9	4	6	66.7	0	0	-	1	2	50.0	0	6	6	1	0	0	0	3	11	17.7
17	Ricky Rubio	UTA	UTA vs. MIN	01/25/2019	W	23	6	2	10	20.0	0	3	0.0	2	3	66.7	1	1	2	4	1	0	2	0	-5	15.4
18	Josh Okogie	MIN	MIN @ UTA	01/25/2019	L	28	7	3	8	37.5	0	1	0.0	1	1	100	0	4	4	1	1	0	1	2	1	15.3
19	Karl-Anthony Towns	MIN	MIN @ UTA	01/25/2019	L	29	33	12	19	63.2	2	5	40.0	7	7	100	4	6	10	4	1	3	3	5	11	60.0
20	Donovan Mitchell	UTA	UTA vs. MIN	01/25/2019	W	38	24	7	24	29.2	2	6	33.3	8	10	80.0	2	5	7	11	1	1	3	4	7	51.9
21	Taj Gibson	MIN	MIN @ UTA	01/25/2019	L	21	8	3	5	60.0	0	1	0.0	2	2	100	0	4	4	1	0	0	1	3	-4	13.3
22	Jae Crowder	UTA	UTA vs. MIN	01/25/2019	W	26	9	3	10	30.0	3	9	33.3	0	0	-	2	0	2	2	1	0	3	2	1	14.4
23	Gorgui Dieng	MIN	MIN @ UTA	01/25/2019	L	12	8	4	5	80.0	0	1	0.0	0	0	-	2	2	4	1	0	0	0	2	-10	14.3
24	Jerryd Bayless	MIN	MIN @ UTA	01/25/2019	L	40	11	4	14	28.6	3	7	42.9	0	0	-	0	8	8	5	1	1	3	4	0	31.1
25	Jared Terrell	MIN	MIN @ UTA	01/25/2019	L	13	0	0	2	0.0	0	1	0.0	0	0	-	0	1	1	2	0	0	1	2	-9	3.2
26	Dario Saric	MIN	MIN @ UTA	01/25/2019	L	17	0	0	4	0.0	0	1	0.0	0	0	-	1	0	1	0	0	0	0	1	-18	1.2
27	Kyle Korver	UTA	UTA vs. MIN	01/25/2019	W	27	16	6	13	46.2	4	9	44.4	0	0	-	0	5	5	2	0	0	1	1	13	24.0
28	Anthony Tolliver	MIN	MIN @ UTA	01/25/2019	L	16	6	2	4	50.0	2	4	50.0	0	0	-	0	3	3	0	0	0	0	1	14	9.6
29	C.J. Williams	MIN	MIN @ UTA	01/25/2019	L	6	2	1	1	100	0	0	-	0	0	-	0	1	1	1	0	0	0	0	-5	4.7
30	Royce O'Neale	UTA	UTA vs. MIN	01/25/2019	W	23	5	2	4	50.0	0	1	0.0	1	2	50.0	0	2	2	2	1	1	0	1	3	16.4
31	Rudy Gobert	UTA	UTA vs. MIN	01/25/2019	W	36	18	8	12	66.7	0	0	-	2	4	50.0	9	7	16	2	2	5	1	2	15	60.2
32	Andrew Wiggins	MIN	MIN @ UTA	01/25/2019	L	37	21	8	26	30.8	1	4	25.0	4	7	57.1	3	8	11	3	1	1	5	1	8	39.7
33	Georges Niang	UTA	UTA vs. MIN	01/25/2019	W	11	3	1	1	100	1	1	100	0	0	-	0	4	4	0	0	0	1	1	1	6.8
34	Derrick Favors	UTA	UTA vs. MIN	01/25/2019	W	23	13	5	9	55.6	1	2	50.0	2	2	100	2	4	6	0	0	1	0	4	-9	23.2
35	Luol Deng	MIN	MIN @ UTA	01/25/2019	L	22	6	1	2	50.0	0	1	0.0	4	4	100	2	1	3	2	1	0	0	1	-8	15.6
36	Joe Ingles	UTA	UTA vs. MIN	01/25/2019	W	33	12	3	11	27.3	2	9	22.2	4	4	100	0	3	3	2	3	0	0	4	-6	27.6
37	Miles Bridges	CHA	CHA @ MIL	01/25/2019	L	19	4	2	8	25.0	0	3	0.0	0	0	-	2	4	6	2	1	0	1	0	-4	16.2
38	Kemba Walker	CHA	CHA @ MIL	01/25/2019	L	35	10	3	12	25.0	1	5	20.0	3	3	100	1	6	7	5	0	2	4	2	-7	27.9
39	Jeremy Lamb	CHA	CHA @ MIL	01/25/2019	L	30	16	5	18	27.8	1	7	14.3	5	7	71.4	1	3	4	1	0	0	0	2	-4	22.3
40	Malcolm Brogdon	MIL	MIL vs. CHA	01/25/2019	W	29	19	7	13	53.8	1	2	50.0	4	4	100	2	3	5	1	1	0	1	4	10	28.5
41	Michael Kidd-Gilchrist	CHA	CHA @ MIL	01/25/2019	L	26	16	6	11	54.5	0	2	0.0	4	7	57.1	4	3	7	2	2	0	2	5	-11	31.4
42	D.J. Wilson	MIL	MIL vs. CHA	01/25/2019	W	12	0	0	1	0.0	0	1	0.0	0	0	-	0	2	2	1	0	0	0	3	-1	3.9
